"Titolo","Attachments","data","msg","nome","viaggio","route-code","Risposta da Verdenatura","Lingue"
"valentina – L275","https://www.verde-natura.it/wpsite/wp-content/uploads/P1030435.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/P1030448.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/P1030455.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/P1030473.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/P1030481.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/P1030491.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/P1030495.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/P1030497.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/P1030511.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/P1030526.jpg","2019-08-11","Se avete voglia di una settimana in pace e tranquillità, pedalando tra campagne dai mille volti, questo è il viaggio che fa per voi. Il tour organizzato da Verdenatura segue alla perfezione il tragitto della Avenue-Verte fino a Dieppe. Nella parte inglese invece, segue la ciclovia ufficiale inglese, che vi permetterà di arrivare a Londra seguendo una via un po' più breve e meno impegnativa di quella ufficiale Avenue-Verte. Non aspettatevi tuttavia una ciclabile da fare ad occhi chiusi. Vi addentrerete in un continuo sali-scendi, tra boschi, strade asfaltate e sterrate tra campagne prima francesi e poi inglesi.  Quindi, non affrontatela a gamba totalmente asciutta: per gustarla al meglio consiglio vivamente di abituare le gambe (e non solo...non sottovalutate ..... il sellino :P )a macinare chilometri. La media giornaliera che avrete sarà di una sessantina di chilometri.  Bici a noleggio direi ottime. Un po' pesanti, ma assolutamente affidabili e fornite di sacca impermeabile laterale altrettanto valida. App fornita gratuitamente, direi OTTIMA.  Il viaggio nel complesso  e allo stesso tempo l'organizzazione dell'agenzia ci è piaciuto moltissimo e ci ha soddisfatto, nonostante dei punti di passaggio non troppo belli. Attenzione alla periferia nord di Parigi (attenzione davvero a saint denis: noi abbiamo perso un attimo la via in zona stazione e credetemi, non è stato per nulla divertente). L'altro punto poco felice è l'entrata nella city di Londra, in cui sarete obbligati a passare per una statale ad alta percorrenza per alcuni chilometri e poi, ormai ai piedi della city, dovrete affrontare i parchi pieni di gente che passeggia e il traffico londinese.  Ma dopotutto, dovendo uscire e poi entrare in due metropoli, non si può far altrimenti. Quindi in quei 2 momenti, armatevi di calma e sangue freddo che alla fin fine, saranno due micro momenti di una settimana che vi regalerà ricordi bellissimi e grandi soddisfazioni!!","valentina","L275 - Avenue Verte: da Parigi a Londra in bicicletta","L275","",""
"Riccardo – L275","https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-01-c.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-01-b.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-01-a.jpg","2016-09-07","Io e mia moglie abbiamo percorso la ciclabile parigi - londra dal 14 al 21/8 di quest'anno . l'organizzazione è stata inappuntabile: l'ottimo riccardo ci ha accolti, informati ed accuditi con grande cortesia e professionalità ; il road book è molto dettagliato e preciso; il percorso piacevole anche se un po' più collinare di quanto mi aspettassi. insomma una bellissima esperienza che ci ha lasciato la voglia di ripartire presto per un'altra ciclovia.","Riccardo","L275 - Avenue Verte: da Parigi a Londra in bicicletta","L275","",""
"Mirco T. – L275","https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-02-a.jpg","2015-08-24","Buonasera,che dire...tutto meraviglioso e perfettamente organizzato...complimenti!noi avevamo scelto il tour in libertà perchè avendo un figlio di 13 anniabbiamo preferito essere indipendenti da tutto e da tutti.eravamo anche un pò pensierosi sul fatto delle tante ore in bici...invece vi assicuro era sempre il primo...in salita e in discesa...anche nella prima tappa in inghilterra che ha piovuto dalla mattina alla sera...anche lì non ha mai mollato!!!...quindi consiglierò questo viaggio anche a tante famiglie con ragazzi...è fattibile!!!e saranno loro che daranno forza a noi adulti!!!ringraziamo la guida luigi che è sempre stato disponibilissimo...per consigli...forature...problemi meccanici...cambi di programma ( ho voluto a tutti i costi aggiungere le seven sisters nella tappa)...percorso bello e vario a livello paesaggistico!!!bici comodissime!selle comodissime!road book anche troppo dettagliato!!!ero sempre a girare pagina!impossibile perdersi!!insomma...un viaggio organizzato alla perfezione...aggiungerei magari un breve incontro finale (come quello iniziale) per salutare e ringraziare la guida..il gruppo in libertà...e scambiarci qualche opinione sull’intero viaggio...tutto qua!!allego alcune foto del nostro super viaggio!!grazie ancora.saluti simona,mirco e dario","Mirco T.","L275 - Avenue Verte: da Parigi a Londra in bicicletta","L275","",""
"Andrea – L275","https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-03-a.jpg","2015-08-07","Londra/parigi: una media di 50 km al giorno di pedalate con un clima davvero pazzerello. un po' di pioggia all'inizio, una mezza giornata in traghetto da newhaven a dieppe seguita da lunghe pedalate lungo l'ex ferrovia riconvertita in avenue vert.... natura e solo natura, qualche paesino, sentieri coperti dagli alberi alternati a pascoli, qualche salitona sotto al sole alternata a discese riposanti e finalmente distese infinite di campi di grano. fatica poca, emozioni tante. e più ci si avvicina a parigi, più il paesaggio diventa sempre più bello, che dire? bellissimo percorso e neanche troppo faticoso, con una menzione speciale per la bravissima sabrina alla guida di un gruppetto molto affiatato (e non dimentichiamo riccardo alla guida del pulmino a vegliare da lontano su di noi...) da rifare assolutamente, verrò presto a trovarvi a carpi!","Andrea","L275 - Avenue Verte: da Parigi a Londra in bicicletta","L275","",""
"Patrizia e Yuri – L275","https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-10-c.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-10-b.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-10-a.jpg","2014-07-08","La nostra avventura è appena giunta al termine, e ci lascia con gli occhi ancora pieni dei colori dei paesaggi che abbiamo incontrato giorno dopo giorno. l'avevamo sognata per 2 anni, e alla fine la realtà ha corrisposto perfettamente al sogno! bellissimo!! grazie ancora a riccardo per la disponibilità e la simpatia e complimenti per l'organizzazione praticamente perfetta!","Patrizia e Yuri","L275 - Avenue Verte: da Parigi a Londra in bicicletta","L275","",""
"Laura e Andrea – L275","","2016-09-20","Prima ottima esperienza di ciclo turismo. organizzazione complessiva più che buona. grazie alle informazioni preliminari date e alla guida comprata prima del viaggio ho avuto un idea del percorso anche se più narrativa che effettivamente descrittiva del tracciato e del terreno che avrei percorso... quindi mi avrebbe fatto piacere conoscere meglio la tappa che le suggestioni del percorso. sistemazione negli hotel molto buone o ottime, colazioni abbondanti quasi ovunque e in ogni caso hotel graziosi e personale cordiale e disponibile. guida riccardo competente, molto disponibile, super presente e attento alle esigenze di ogni partecipante, consigliato! forse migliorabile il road book o comunque alcune zone del percorso poco agevoli: uscita da parigi e ultima tappa in arrivo a londra, tra gli ultimi km terreno molto dissestato anche de per 1 o 2 km. complessivamente: assolutamente da ripetere magari altra destinazione","Laura e Andrea","L275 - Avenue Verte: da Parigi a Londra in bicicletta","L275","",""
"Daniela – L275","","2013-08-04","Viaggio parigi- londra esperienza fantastica immersi nelle verdi e tranquille città della francia fino alla più caotica inghilterra sempre accompagnati dalla professionalità e simpatia delle guide riccardo e alfredo.","Daniela","L275 - Avenue Verte: da Parigi a Londra in bicicletta","L275","",""
"CAROL – L275","","2017-08-14","Siamo una coppia di cicloturisti occasionali nel senso che purtroppo abbiamo a disposizione solo qualche giorno di ferie all'anno quindi non riusciamo ad andare spesso... abbiamo preso solamente le bici a nolo (con le borse in dotazione comprese) e fatto il percorso individualmente seguendo l'Avenue Verte ufficiale che in Inghilterra passa da East Grinstead (non da Bristol). Che dire delle bici?! PERFETTE! Ottime le borse, a nostro parere le migliori sul mercato, perfetti gli pneumatici praticamente inforabili, selle comodissime e dotate del giusto cambio per il percorso da fare. Che dire del percorso... all'insegna del formaggio :-) che abbiamo trovato ovunque e di ottima qualità.. in fondo stiamo a lungo in Normandia.
 Il nostro percorso partiva da Parigi fino a Londra.... la Francia è meravigliosa, verde con colline punteggiate di pascoli, cieli splendidi e in continuo mutamento (aspetto bellissimo ma con qualche rischio di pioggia). In questa parte, fatta eccezione della zona limitrofa a Parigi, elevata presenza di cartelli e prevalenza di piste ciclabili con sottofondi ben curati e segnalati. Noi solitamente viaggiamo con il navigatore ma in questo caso spesso lo abbiamo tenuto spento perché il percorso era ben segnalato. Purtroppo la compagnia navale del traghetto Dieppe - Newhaven è un po scarsa per cui la tappa della Manica si svolge in serata con attracco in quasi notturna... L'Inghilterra (seguendo il percorso ufficiale) ha paesaggi meno romantici ma molto verdi. Spesso la pista ciclabile è una ex ferrovia dismessa quindi si sviluppano quasi interamente fra gli alberi con purtroppo qualche tratto davvero scomodo... alcuni tratti sono sulle ippovie quindi il sottofondo è un po troppo sconnesso oppure su strade ad alta percorrenza.  Le ampie vedute sono purtroppo un po scarse in questa fase...
 L'arrivo a Londra è coinciso con uno degli ultimi rintocchi del Big Ben...un'emozione incredibile! Consigliatissimo sia il percorso che ovviamente VerdeNatura ;-)","CAROL","L275 - Avenue Verte: da Parigi a Londra in bicicletta","L275","",""
"Claudia V. – L275","","2014-06-06","Sono rientrata dal tour parigi-londra con entusiasmo e con gioia per la straordinaria bellezza dei paesaggi. sono inoltre molto soddisfatta per l'organizzazione dell'intero viaggio a cui avete provveduto con serietà e notevole impegno. colgo l'occasione per un elogio a riccardo la cui presenza è stata fondamentale per darci la sicurezza e la tranquillità di essere a disposizione nei momenti di eventuale necessità e per la gentilezza, professionalità e puntualità. in conclusione è la prima volta che partecipo ad un tour in libertà e non pensavo che fosse organizzato così egregiamente.
 al prossimo tour in bici cordialmente claudia","Claudia V.","L275 - Avenue Verte: da Parigi a Londra in bicicletta","L275","",""
"Davide e Arianna – L275","https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-11-f.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-11-e.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-11-d.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-11-c.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-11-b.jpg,https://www.verde-natura.it/wpsite/wp-content/uploads/L275-commento-11-a.jpg","2013-08-18","L'avenue verte è stata un'esperienza indimenticabile. tragitto molto vario e in certo modo ancora tutto da scoprire. è stato un'ottima scelta e soprattutto si è creata una bellissima compagnia che continuerà a frequentarsi anche in futuro e perchè no, con altre proposte innovative di verde natura. luigi e riccardo stiamo aspettando con ansia i nuovi tour...","Davide e Arianna","L275 - Avenue Verte: da Parigi a Londra in bicicletta","L275","",""
"viguier larmande viviane – L275","","2017-05-29","une belle aventure  une organisation au top un grand merci a RICARDO   nous avons passe un séjour de rêve  nous n avons pas souffert le circuit était super  , un temps parfait et une super ambiance .
 a renouveler  MERCI!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","viguier larmande viviane","L275 - Avenue Verte: da Parigi a Londra in bicicletta","L275","",""
"Luisa – L275","","2014-06-03","E' stata la mia prima vacanza in bicicletta, forse un po' azzardata la scelta per la lunghezza del percorso, tuttavia solo un po' di disagio nella prima tappa inglese poiché decisamente caotica rispetto alle precedenti immerse in una natura da togliere il fiato, nel complesso una esperienza bellissima,ottima organizzazione, disponibile e gentile il nostro referente,mediamente buona la qualità degli alberghi....insomma...pronta a ripartire per una nuova meta!","Luisa","L275 - Avenue Verte: da Parigi a Londra in bicicletta","L275","",""
"Paolo Z. – L275","","2013-09-06","Buongiorno, le mie impressioni di viaggio relative al tour parigi londra in libertà sono molto positive con un paio di osservazioni su alberghi e pasti. accoglienza e assistenza al di là delle aspettative e essendo la mia dodicesima vacanza in bicicletta credo di avere avuto un buon parametro di riferimento. riccardo è stato molto prodigo di suggerimenti e attenzioni nei nostri confronti abituati da sempre a dialogare via e-mail e road book con il tour operator, spesso in inglese. road book molto buono con qualche inevitabile imprecisione. biciclette. eccellenti a parte la mia che mostrava segni di invecchiamento: ruggine in alcuni punti, segni di cadute in altri e cambio un po' in difficoltà nei passaggi da un rapporto all'altro. comunque molto leggere. aspetti culturali buoni, naturalistici ottimi. per migliorare gli aspetti culturali il mio suggerimento è quello di dare la possibilità di estendere il soggiorno più o meno in libertà a parigi e/o londra con la bicicletta magari stipulando convenzioni con operatori locali. pasti. discreti, all'ibis un po' scarso visto che avevamo pedalato per 75 km. ma dalla mia esperienza rimane il modo migliore per cenare perché consente di sfruttare la piacevolezza della pedalata fino in fondo senza doversi preoccupare della cena. anche considerando che a parte parigi e londra le altre località fuori dall'albergo offrivano veramente poco per non dire niente. alberghi. accettabili anche in considerazione del fatto che non ho visto molte alternative,ma va fatta una precisazione per parigi e londra. l'albergo di parigi può essere un buon compromesso a patto di non essere sistemati sopra il bar del pensionato universitario come è capitato a me perché cantano e suonano fino a notte fonda, motivo per il quale ho dovuto chiedere il cambio di camera alle 23,30. credo che dovreste pretendere camere il più lontano possibile da quella zona. l'albergo di londra è stato il peggiore del tour e vero punto debole della logistica perché molto lontano dalle zone interessanti della città, con una colazione che si è rivelata di gran lunga la peggiore che abbia mai fatto in hotel e con un personale scortese e scostante. in altre parole con pochi euro in più credo che si possa avere di molto meglio, per esempio il novotel tower bridge, quello sì merita il nome.","Paolo Z.","L275 - Avenue Verte: da Parigi a Londra in bicicletta","L275","",""
